Date_Time,use_kwh
2015-11-11 00:00:00-05:00,4987.700000000001
2015-11-12 00:00:00-05:00,5779.0999999999985
2015-11-13 00:00:00-05:00,5627.899999999999
2015-11-14 00:00:00-05:00,4521.0
2015-11-15 00:00:00-05:00,4408.8
2015-11-16 00:00:00-05:00,5700.099999999999
2015-11-17 00:00:00-05:00,5857.5
2015-11-18 00:00:00-05:00,5733.1
2015-11-19 00:00:00-05:00,6328.0999999999985
2015-11-20 00:00:00-05:00,5600.399999999998
2015-11-21 00:00:00-05:00,4647.099999999999
2015-11-22 00:00:00-05:00,4361.999999999999
2015-11-23 00:00:00-05:00,5601.400000000001
2015-11-24 00:00:00-05:00,5661.000000000002
2015-11-25 00:00:00-05:00,5271.299999999998
2015-11-26 00:00:00-05:00,4492.799999999999
2015-11-27 00:00:00-05:00,4534.100000000001
2015-11-28 00:00:00-05:00,4582.200000000001
2015-11-29 00:00:00-05:00,4419.3
2015-11-30 00:00:00-05:00,5692.0
2015-12-01 00:00:00-05:00,5768.3
2015-12-02 00:00:00-05:00,5858.200000000002
2015-12-03 00:00:00-05:00,5738.699999999999
2015-12-04 00:00:00-05:00,5837.500000000001
2015-12-05 00:00:00-05:00,4811.400000000001
2015-12-06 00:00:00-05:00,4690.499999999999
2015-12-07 00:00:00-05:00,5875.0
2015-12-08 00:00:00-05:00,5993.600000000001
2015-12-09 00:00:00-05:00,5882.099999999999
2015-12-10 00:00:00-05:00,5922.199999999999
2015-12-11 00:00:00-05:00,5767.999999999999
2015-12-12 00:00:00-05:00,4883.4
2015-12-13 00:00:00-05:00,4830.200000000001
2015-12-14 00:00:00-05:00,7556.999999999998
2015-12-15 00:00:00-05:00,5990.499999999996
2015-12-16 00:00:00-05:00,5885.900000000002
2015-12-17 00:00:00-05:00,6003.400000000001
2015-12-18 00:00:00-05:00,5850.100000000001
2015-12-19 00:00:00-05:00,4692.0999999999985
2015-12-20 00:00:00-05:00,4478.9000000000015
2015-12-21 00:00:00-05:00,5687.599999999999
2015-12-22 00:00:00-05:00,6002.499999999998
2015-12-23 00:00:00-05:00,5824.5999999999985
2015-12-24 00:00:00-05:00,5062.199999999999
2015-12-25 00:00:00-05:00,5216.3
2015-12-26 00:00:00-05:00,4942.699999999999
2015-12-27 00:00:00-05:00,4877.200000000002
2015-12-28 00:00:00-05:00,5796.299999999998
2015-12-29 00:00:00-05:00,5866.0999999999985
2015-12-30 00:00:00-05:00,5960.700000000002
2015-12-31 00:00:00-05:00,5294.599999999999
2016-01-01 00:00:00-05:00,4605.200000000001
2016-01-02 00:00:00-05:00,4762.6
2016-01-03 00:00:00-05:00,4643.299999999999
2016-01-04 00:00:00-05:00,6059.5
2016-01-05 00:00:00-05:00,6254.100000000002
2016-01-06 00:00:00-05:00,6137.2
2016-01-07 00:00:00-05:00,6055.299999999999
