Cost Center Code,Commodity Name,Place Code,Place Name,Account Code,Billing Period (YYYYMM),Billing Year,Billing Month,Begin Date,End Date,Use,Demand,Cost,Place Size,GL Code,GL SubCode 1,GL SubCode 2,GL SubCode 3,Rate Name
300,Natural Gas,303,Roth St Building,3100251614,200606,2006,6,6/1/2006,6/29/2006,0,,16.35,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200607,2006,7,7/1/2006,7/29/2006,0,,16.35,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200608,2006,8,8/1/2006,8/29/2006,0,,16.51,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200609,2006,9,9/1/2006,9/29/2006,0,,16.51,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200610,2006,10,10/1/2006,10/29/2006,0,,16.76,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200611,2006,11,11/1/2006,11/29/2006,0,,16.76,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200612,2006,12,12/1/2006,12/29/2006,0,,17.01,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200701,2007,1,1/1/2007,1/29/2007,0,,16.52,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200702,2007,2,2/1/2007,2/28/2007,0,,16.81,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200703,2007,3,3/1/2007,3/29/2007,0,,17.17,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200704,2007,4,4/1/2007,4/29/2007,0,,17,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200705,2007,5,5/1/2007,5/29/2007,0,,17,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200706,2007,6,6/1/2007,6/29/2007,0,,17,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200707,2007,7,7/1/2007,7/29/2007,0,,17,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200708,2007,8,8/1/2007,8/29/2007,0,,16.98,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200709,2007,9,9/1/2007,9/29/2007,0,,17.17,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200710,2007,10,10/1/2007,10/29/2007,0,,16.52,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200711,2007,11,11/1/2007,11/29/2007,0,,16.69,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200712,2007,12,12/1/2007,12/29/2007,0,,11.74,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200801,2008,1,1/1/2008,1/29/2008,0,,16.47,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200802,2008,2,2/1/2008,2/28/2008,0,,16.35,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200803,2008,3,3/1/2008,3/29/2008,30,,55.88,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200804,2008,4,4/1/2008,4/29/2008,12,,32.98,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200805,2008,5,5/1/2008,5/29/2008,15,,36.72,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200806,2008,6,6/1/2008,6/29/2008,14,,35.25,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200807,2008,7,7/1/2008,7/29/2008,18,,40.92,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200808,2008,8,8/1/2008,8/29/2008,13,,33.49,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200809,2008,9,9/1/2008,9/29/2008,44,,75.35,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200810,2008,10,10/1/2008,10/29/2008,9,,29.27,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200811,2008,11,11/1/2008,11/29/2008,17,,39.25,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200811,2008,11,11/10/2008,12/12/2008,11.5,,31.66,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200812,2008,12,12/12/2008,1/12/2009,9.2,,28.6,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200901,2009,1,1/12/2009,2/13/2009,5.8,,24.07,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200902,2009,2,2/13/2009,3/13/2009,8,,28.11,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200903,2009,3,3/13/2009,4/14/2009,7,,26.2,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200904,2009,4,4/14/2009,5/13/2009,6.9,,25.49,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200905,2009,5,5/13/2009,6/12/2009,8,,26.95,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200906,2009,6,6/12/2009,7/14/2009,24,,48.16,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200907,2009,7,7/14/2009,8/12/2009,5.7,,23.89,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200908,2009,8,8/12/2009,9/11/2009,8,,26.94,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200909,2009,9,9/11/2009,10/12/2009,19.4,,42.03,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200910,2009,10,10/12/2009,11/10/2009,15.9,,53.73,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200911,2009,11,11/10/2009,12/14/2009,6.8,,25.36,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,200912,2009,12,12/14/2009,1/13/2010,10.3,,29.99,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201001,2010,1,1/13/2010,2/12/2010,27.4,,52.64,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201002,2010,2,1/13/2010,3/11/2010,18.3,,56.91,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201003,2010,3,3/11/2010,4/13/2010,13.7,,34.5,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201004,2010,4,4/13/2010,5/12/2010,8,,27,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201005,2010,5,5/12/2010,6/11/2010,8,,27,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201006,2010,6,6/11/2010,7/13/2010,11.4,,31.54,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201007,2010,7,7/13/2010,8/11/2010,14.9,,36.21,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201008,2010,8,8/11/2010,9/10/2010,10.2,,29.94,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201009,2010,9,9/10/2010,10/11/2010,13.7,,34.61,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201010,2010,10,10/11/2010,11/9/2010,10.2,,29.94,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201011,2010,11,11/9/2010,12/13/2010,11.4,,31.55,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201012,2010,12,12/13/2010,1/13/2011,12.5,,30.57,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201101,2011,1,1/13/2011,2/12/2011,6.8,,24.08,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201102,2011,2,2/12/2011,3/14/2011,9,,26.59,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201103,2011,3,3/14/2011,4/12/2011,10.2,,27.95,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201104,2011,4,4/12/2011,5/11/2011,7.9,,25.38,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201105,2011,5,5/11/2011,6/10/2011,11.4,,29.35,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201106,2011,6,6/10/2011,7/12/2011,9.1,,26.74,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201108,2011,8,8/10/2011,9/9/2011,111.5,,143.53,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201109,2011,9,9/9/2011,10/10/2011,9.3,,28.36,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201110,2011,10,10/10/2011,11/8/2011,9.1,,31.07,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201111,2011,11,11/8/2011,12/12/2011,6.8,,28.38,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201112,2011,12,12/12/2011,1/12/2012,8,,29.77,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201201,2012,1,1/12/2012,2/13/2012,6.9,,28.5,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201202,2012,2,2/13/2012,3/14/2012,9.1,,31.06,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201203,2012,3,3/14/2012,4/12/2012,6.8,,28.37,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201204,2012,4,4/12/2012,5/11/2012,11.3,,33.62,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201205,2012,5,5/11/2012,6/12/2012,10.3,,32.45,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201206,2012,6,6/12/2012,7/12/2012,26.5,,51.32,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251614,201207,2012,7,7/12/2012,8/10/2012,8,,29.78,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200507,2005,7,7/1/2005,7/29/2005,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200508,2005,8,8/1/2005,8/29/2005,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200509,2005,9,9/1/2005,9/29/2005,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200510,2005,10,10/1/2005,10/29/2005,0,,16.76,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200511,2005,11,11/1/2005,11/29/2005,211,,278.93,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200512,2005,12,12/1/2005,12/29/2005,721,,1114.16,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200601,2006,1,1/1/2006,1/29/2006,434,,776.38,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200602,2006,2,2/1/2006,2/28/2006,583,,978.75,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200603,2006,3,3/1/2006,3/29/2006,595,,858.58,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200604,2006,4,4/1/2006,4/29/2006,436,,642.01,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200605,2006,5,5/1/2006,5/29/2006,50,,98.48,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200606,2006,6,6/1/2006,6/29/2006,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200607,2006,7,7/1/2006,7/29/2006,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200608,2006,8,8/1/2006,8/29/2006,0,,16.51,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200609,2006,9,9/1/2006,9/29/2006,0,,16.51,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200610,2006,10,10/1/2006,10/29/2006,0,,16.76,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200611,2006,11,11/1/2006,11/29/2006,211,,278.93,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200612,2006,12,12/1/2006,12/29/2006,558,,701.88,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200701,2007,1,1/1/2007,1/29/2007,417,,637.31,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200702,2007,2,2/1/2007,2/28/2007,954,,1433.9,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200703,2007,3,3/1/2007,3/29/2007,814,,1234.51,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200704,2007,4,4/1/2007,4/29/2007,450,,692.45,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200705,2007,5,5/1/2007,5/29/2007,161,,262.74,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200706,2007,6,6/1/2007,6/29/2007,0,,17,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200809,2008,9,9/1/2008,9/30/2008,,,61.46,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200810,2008,10,10/1/2008,10/31/2008,158.9,,225.92,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200811,2008,11,11/10/2008,12/12/2008,604.6,,794.03,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200812,2008,12,12/12/2008,1/13/2009,303.3,,410.05,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200901,2009,1,1/13/2009,2/13/2009,1861.2,,2347.11,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200902,2009,2,2/13/2009,3/13/2009,620,,1017.34,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200903,2009,3,3/13/2009,4/14/2009,722,,1115.3,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200904,2009,4,4/14/2009,5/13/2009,230.9,,316.37,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200905,2009,5,5/13/2009,6/12/2009,35.8,,63.82,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200906,2009,6,6/12/2009,7/14/2009,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200907,2009,7,7/14/2009,8/12/2009,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200908,2009,8,8/12/2009,9/11/2009,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200909,2009,9,9/11/2009,10/12/2009,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200910,2009,10,10/12/2009,11/10/2009,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200911,2009,11,11/10/2009,12/14/2009,137.2,,197.37,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,200912,2009,12,12/14/2009,1/13/2010,661.3,,861.46,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201001,2010,1,1/13/2010,2/12/2010,507,,665.95,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201002,2010,2,2/12/2010,3/11/2010,216,,295.59,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201003,2010,3,3/11/2010,4/13/2010,25.5,,50.12,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201004,2010,4,4/13/2010,5/12/2010,14.2,,35.26,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201005,2010,5,5/12/2010,6/11/2010,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201006,2010,6,6/11/2010,7/13/2010,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201007,2010,7,7/13/2010,8/11/2010,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201008,2010,8,8/11/2010,9/10/2010,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201009,2010,9,9/10/2010,10/11/2010,6.1,,24.48,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201010,2010,10,10/11/2010,11/9/2010,123.7,,181.21,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201011,2010,11,11/9/2010,12/13/2010,441.2,,586.45,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201012,2010,12,12/13/2010,1/13/2011,536.9,,603.22,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201101,2011,1,1/13/2011,2/12/2011,459.3,,519.42,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201102,2011,2,2/12/2011,3/14/2011,160.3,,196.6,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201103,2011,3,3/14/2011,4/12/2011,102.9,,133.36,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201104,2011,4,4/12/2011,5/11/2011,5,,22.06,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201105,2011,5,5/11/2011,6/10/2011,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201106,2011,6,6/10/2011,7/12/2011,0,,16.35,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201108,2011,8,8/10/2011,9/9/2011,1,,17.48,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201109,2011,9,9/9/2011,10/10/2011,11.4,,30.77,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201110,2011,10,10/10/2011,11/8/2011,161.7,,206.71,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201111,2011,11,11/8/2011,12/12/2011,299.3,,358.85,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201112,2011,12,12/12/2011,1/12/2012,460.1,,536.26,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201201,2012,1,1/12/2012,2/13/2012,283.1,,340.71,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201202,2012,2,2/13/2012,3/14/2012,155.9,,200.17,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201203,2012,3,3/14/2012,4/12/2012,38.7,,65.52,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201204,2012,4,4/12/2012,5/11/2012,34.4,,60.52,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201205,2012,5,5/11/2012,6/12/2012,1,,21.61,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201206,2012,6,6/12/2012,7/12/2012,,,20.45,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100270457,201207,2012,7,7/12/2012,8/10/2012,,,36.6,59898,,141135,110148,,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200507,2005,7,7/1/2005,7/29/2005,0,,11.42,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200508,2005,8,8/1/2005,8/29/2005,0,,16.36,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200509,2005,9,9/1/2005,9/29/2005,0,,16.36,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200510,2005,10,10/1/2005,10/29/2005,0,,16.53,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200511,2005,11,11/1/2005,11/29/2005,39,,66.02,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200512,2005,12,12/1/2005,12/29/2005,75,,123.25,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200601,2006,1,1/1/2006,1/29/2006,229,,421.34,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200602,2006,2,2/1/2006,2/28/2006,172,,304.98,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200603,2006,3,3/1/2006,3/29/2006,152,,237.65,59898,,141135,110148,0,Commercial Heat/Cool
300,Natural Gas,303,Roth St Building,3100251564,200604,2006,4,4/1/2006,4/29/2006,62,,119.03,59898,,141135,110148,0,Commercial Heat/Cool
