Date,Use_kWh
2015-06-21,14560.5
2015-06-22,14294.2
2015-06-23,15643.4
2015-06-24,14067.7
2015-06-25,13974.5
2015-06-26,13728.9
2015-06-27,13524.6
2015-06-28,13064.3
2015-06-29,13202.6
2015-06-30,13792.7
2015-07-01,14037.7
2015-07-02,13984.7
2015-07-03,13089.8
2015-07-04,13291.2
2015-07-05,13279.9
2015-07-06,15146.7
